,attack,classes,collectionText,cost,dbfId,durability,dust,entourage,faction,flavor,health,howToEarnGolden,id,mechanics,multiClassGroup,name,overload,playRequirements,playerClass,race,rarity,set,spellDamage,text,type
2084,,,,,39829.0,,,,,,,,EX1_009e,['ENRAGED'],,Enraged,,,NEUTRAL,,,EXPERT1,,+5 Attack.,ENCHANTMENT
2099,,,,,38336.0,,,,,,,,OG_048e,,,Mark of Y'Shaarj,,,DRUID,,COMMON,OG,,+2/+2.,ENCHANTMENT
2100,,,,,40229.0,,,,,,,,KAR_095e,,,Well Fed,,,NEUTRAL,,,KARA,,+1/+1.,ENCHANTMENT
2106,,,,,40967.0,,,,,,,,KARA_07_02e,,,Protecting the Gallery,,,NEUTRAL,,,KARA,,,ENCHANTMENT
2110,,,,,38696.0,,,,,,,,TB_PickYourFate_Windfury,,,Fate,,,NEUTRAL,,,TB,,This minion has <b>Windfury</b>,ENCHANTMENT
2115,,,,,536.0,,,,,,,,EX1_tk31,,,Mind Controlling,,,PRIEST,,COMMON,EXPERT1,,,ENCHANTMENT
2118,,,,,38894.0,,,,,,,,OG_300e,,,Tasty!,,,NEUTRAL,,,OG,,Increased stats.,ENCHANTMENT
2119,,,,,2703.0,,,,,,,,TB_Pilot1,,,Mystery Pilot,,,NEUTRAL,,,TB,,Who could it be?!,ENCHANTMENT
2120,,,,,39019.0,,,,,,,,TB_PickYourFate_4_EnchMinion,['DEATHRATTLE'],,Fate,,,NEUTRAL,,,TB,,<b>Deathrattle:</b> Draw a card.,ENCHANTMENT
2132,,,,,2991.0,,,,,,,,AT_041e,,,Call of the Wild,,,NEUTRAL,,,TGT,,Cost reduced.,ENCHANTMENT
2139,,,,,38424.0,,,,,,,,OG_094e,,,Tentacles,,,PRIEST,,,OG,,+2/+6,ENCHANTMENT
2146,,,,,42.0,,,,,,,,EX1_044e,,,Level Up!,,,NEUTRAL,,,EXPERT1,,Increased Attack and Health.,ENCHANTMENT
2149,,,,,38357.0,,,,,,,,LOEA04_01e,,,Temple Escape Enchant,,,NEUTRAL,,,LOE,,,ENCHANTMENT
2152,,,,,706.0,,,,,,,,EX1_084e,,,Charge,,,WARRIOR,,,CORE,,Warsong Commander is granting this minion +1 Attack.,ENCHANTMENT
2157,,,,,38881.0,,,,,,,,OG_293e,,,Arrakoa Devotion,,,NEUTRAL,,,OG,,+5/+5.,ENCHANTMENT
2160,,,,,42153.0,,,,,,,,TB_Blizzcon2016_KabalEnchant,,,The Kabal,,,NEUTRAL,,,TB,,,ENCHANTMENT
2174,,,,,1895.0,,,,,,,,NAX12_03e,,,Extra Teeth,,,NEUTRAL,,,NAXX,,Increased Attack.,ENCHANTMENT
2175,,,,,980.0,,,,,,,,EX1_160be,,,Leader of the Pack,,,DRUID,,,EXPERT1,,+1/+1.,ENCHANTMENT
2176,,,,,65.0,,,,,,,,CS2_005o,['TAG_ONE_TURN_EFFECT'],,Claw,,,DRUID,,,CORE,,+2 Attack this turn.,ENCHANTMENT
2179,,,,,38973.0,,,,,,,,OG_312e,,,Upgraded,,,WARRIOR,,,OG,,Increased Durability.,ENCHANTMENT
2183,,,,,2865.0,,,,,,,,BRMC_86e,,,I Hear You...,,,NEUTRAL,,,TB,,Increased Attack.,ENCHANTMENT
2184,,,,,40279.0,,,,,,,,CFM_060e,,,Mana Heist,,,NEUTRAL,,,GANGS,,Increased Attack.,ENCHANTMENT
2203,,,,,35022.0,,,,,,,,LOE_009e,,,Sinister Power,,,WARLOCK,,,LOE,,+4/+4.,ENCHANTMENT
2206,,,,,1930.0,,,,,,,,NAX15_01e,,,Interloper!,,,NEUTRAL,,,NAXX,,,ENCHANTMENT
2207,,,,,38952.0,,,,,,,,TB_PickYourFate_12_Ench,,,"Fate 12 Ench, Confuse",,,NEUTRAL,,,TB,,,ENCHANTMENT
2208,,,,,1750.0,,,,,,,,CS2_053e,,,Far Sight,,,SHAMAN,,,EXPERT1,,One of your cards costs (3) less.,ENCHANTMENT
2209,,,,,2415.0,,,,,,,,BRM_024e,,,Large Talons,,,NEUTRAL,,,BRM,,+3/+3.,ENCHANTMENT
2213,,,,,1811.0,,,,,,,,CS2_226e,,,Frostwolf Banner,,,NEUTRAL,,,CORE,,Increased stats.,ENCHANTMENT
2214,,,,,1584.0,,,,,,,,XXX_009e,,,Empty Enchant,,,NEUTRAL,,COMMON,CHEAT,,This enchantment does nothing.,ENCHANTMENT
2228,,,,,2640.0,,,,,,,,AT_057o,['TAG_ONE_TURN_EFFECT'],,Groomed,,,HUNTER,,,TGT,,<b>Immune</b> this turn.,ENCHANTMENT
2234,,,,,39007.0,,,,,,,,OG_321e,,,Power of Faith,,,NEUTRAL,,,OG,,+1/+1.,ENCHANTMENT
2236,,,,,39809.0,,,,,,,,GVG_051e,,,Enraged,,,WARRIOR,,,GVG,,+1 Attack,ENCHANTMENT
2251,,,,,40481.0,,,,,,,,CFM_643e,,,Smuggling,,,WARRIOR,,,GANGS,,+1 Attack from Hobart Grapplehammer.,ENCHANTMENT
2254,,,,,876.0,,,,,,,,EX1_178be,,,Uprooted,,,DRUID,,,EXPERT1,,+5 Attack.,ENCHANTMENT
2268,,,,,2870.0,,,,,,,,AT_086e,,,Villainy,,,NEUTRAL,,,TGT,,Your Hero Power costs (5) more this turn.,ENCHANTMENT
2269,,,,,2567.0,,,,,,,,AT_014e,,,Shadowfiended,,,PRIEST,,,TGT,,Costs (1) less.,ENCHANTMENT
2274,,,,,1924.0,,,,,,,,NAX9_07e,,,Mark of the Horsemen,,,NEUTRAL,,,NAXX,,+1/+1.,ENCHANTMENT
2278,,,,,40258.0,,,,,,,,KARA_06_01e,,,Death-Marked Love,,,NEUTRAL,,,KARA,,Julianne is <b>immune</b>.,ENCHANTMENT
2279,,,,,1632.0,,,,,,,,EX1_001e,,,Warded,,,NEUTRAL,,,EXPERT1,,Increased Attack.,ENCHANTMENT
2284,,,,,1866.0,,,,,,,,NAX6_03te,,,Fungal Growth,,,NEUTRAL,,,NAXX,,Increased Attack.,ENCHANTMENT
2285,,,,,38984.0,,,,,,,,TB_BlingBrawl_Blade2e,,,Blingtron's Blade HERO,,,NEUTRAL,,,TB,,,ENCHANTMENT
2287,,,,,38874.0,,,,,,,,OG_292e,,,Night's Devotion,,,NEUTRAL,,,OG,,+1/+1.,ENCHANTMENT
2291,,,,,2761.0,,,,,,,,TB_013,,,Player Choice Enchant,,,NEUTRAL,,,TB,,,ENCHANTMENT
2292,,,,,2859.0,,,,,,,,AT_028e,,,Chi Lance,,,NEUTRAL,,,TGT,,+3 Attack.,ENCHANTMENT
2297,,,,,2538.0,,,,,,,,BRMA10_6e,,,Blind With Rage,,,NEUTRAL,,,BRM,,Increased Attack.,ENCHANTMENT
2298,,,,,38715.0,,,,,,,,OG_202ae,,,Y'Shaarj's Strength,,,DRUID,,RARE,OG,,+3/+3.,ENCHANTMENT
2299,,,,,1736.0,,,,,,,,GAME_003,,,Coin's Vengeance,,,NEUTRAL,,,CORE,,Going second makes your first minion stronger.,ENCHANTMENT
2307,,,,,42257.0,,,,,,,,TB_SPT_DPromoSpellBovine1e,,,Herding,,,NEUTRAL,,,TB,,Minion has <b>Taunt</b>.,ENCHANTMENT
2318,,,,,2975.0,,,,,,,,LOE_061e,,,Power of the Titans,,,NEUTRAL,,,LOE,,+3/+3.,ENCHANTMENT
2320,,,,,1689.0,,,,,,,,Mekka4e,['MORPH'],,Transformed,,,NEUTRAL,,,PROMO,,Has been transformed into a chicken!,ENCHANTMENT
2327,,,,,1621.0,,,,,,,,EX1_399e,,,Berserking,,,NEUTRAL,,,CORE,,This minion has increased Attack.,ENCHANTMENT
2329,,,,,42058.0,,,,,,,,CFM_621e,,,Goldthorn,,,NEUTRAL,,,GANGS,,+2 Health.,ENCHANTMENT
2345,,,,,2728.0,,,,,,,,AT_081e,,,Purified,,,PALADIN,,,TGT,,Attack changed to 1.,ENCHANTMENT
2355,,,,,40356.0,,,,,,,,TB_CoOpv3_BOSSe,,,WHY WON'T YOU DIE!?,,,NEUTRAL,,,TB,,Now he's REALLY mad....,ENCHANTMENT
2378,,,,,38899.0,,,,,,,,OG_303e,,,Sorcerous Devotion,,,NEUTRAL,,,OG,,+1/+1.,ENCHANTMENT
2383,,,,,40197.0,,,,,,,,DS1_188e,,,Gladiator's Longbow enchantment,,,HUNTER,,,EXPERT1,,,ENCHANTMENT
2385,,,,,40570.0,,,,,,,,CFM_752e,,,Smuggling,,,NEUTRAL,,,GANGS,,+3/+3 from Stolen Goods.,ENCHANTMENT
2388,,,,,1629.0,,,,,,,,DS1_175o,,,Furious Howl,,,HUNTER,,,CORE,,+1 Attack from Timber Wolf.,ENCHANTMENT
2393,,,,,2550.0,,,,,,,,AT_006e,,,Power of Dalaran,,,MAGE,,,TGT,,Increased Spell Damage.,ENCHANTMENT
2397,,,,,40468.0,,,,,,,,CFM_639e,,,Smuggling,,,NEUTRAL,,,GANGS,,Increased stats from Grimestreet Enforcer.,ENCHANTMENT
2412,,,,,38808.0,,,,,,,,TB_PickYourFate_11_Ench,,,Fate 11 Ench. Murloc,,,NEUTRAL,,,TB,,,ENCHANTMENT
2415,,,,,2498.0,,,,,,,,AT_090e,,,Might of the Monkey,,,NEUTRAL,,,TGT,,+1/+1.,ENCHANTMENT
2440,,,,,2506.0,,,,,,,,AT_109e,['TAG_ONE_TURN_EFFECT'],,Inspired,,,NEUTRAL,,,TGT,,Can attack this turn.,ENCHANTMENT
2441,,,,,38435.0,,,,,,,,OG_102e,,,Power Transfer,,,NEUTRAL,,,OG,,Swapped stats.,ENCHANTMENT
2442,,,,,17261.0,,,,,,,,LOE_073e,,,Fossilized,,,NEUTRAL,,,LOE,,Has <b>Taunt</b>.,ENCHANTMENT
2446,,,,,942.0,,,,,,,,CS2_038e,,,Ancestral Spirit,,,SHAMAN,,,EXPERT1,,<b>Deathrattle:</b> Resummon this minion.,ENCHANTMENT
2449,,,,,39810.0,,,,,,,,BRMA12_8te,,,Draconic Lineage,,,NEUTRAL,,,BRM,,+2/+2,ENCHANTMENT
2450,,,,,1814.0,,,,,,,,FP1_005e,,,Consume,,,NEUTRAL,,,NAXX,,Increased stats.,ENCHANTMENT
2451,,,,,1088.0,,,,,,,,EX1_360e,,,Humility,,,PALADIN,,,CORE,,Attack has been changed to 1.,ENCHANTMENT
2453,,,,,2824.0,,,,,,,,AT_065e,,,King's Defender,,,NEUTRAL,,,TGT,,+1 Durability.,ENCHANTMENT
2457,,,,,705.0,,,,,,,,EX1_162o,,,Strength of the Pack,,,NEUTRAL,,,EXPERT1,,+1 Attack from Dire Wolf Alpha.,ENCHANTMENT
2461,,,,,2699.0,,,,,,,,TB_010,,,Deckbuilding Enchant,,,NEUTRAL,,,TB,,,ENCHANTMENT
2472,,,,,2427.0,,,,,,,,BRMA16_5e,,,I hear you...,,,NEUTRAL,,,BRM,,Increased Attack.,ENCHANTMENT
2480,,,,,38919.0,,,,,,,,OG_315e,,,Reforged,,,NEUTRAL,,,OG,,+1/+1.,ENCHANTMENT
2481,,,,,39001.0,,,,,,,,OG_023t,,,Primally Infused,,,NEUTRAL,,,OG,,Increased stats.,ENCHANTMENT
2486,,,,,1036.0,,,,,,,,tt_004o,,,Cannibalize,,,NEUTRAL,,,EXPERT1,,Increased Attack.,ENCHANTMENT
2500,,,,,789.0,,,,,,,,CS2_011o,['TAG_ONE_TURN_EFFECT'],,Savage Roar,,,DRUID,,,CORE,,+2 Attack this turn.,ENCHANTMENT
2509,,,,,38328.0,,,,,,,,OG_045a,,,Nerubian Spores,,,DRUID,,COMMON,OG,,Get a Beast when this dies.,ENCHANTMENT
2516,,,,,40293.0,,,,,,,,CFM_064e,,,Size Increase,,,NEUTRAL,,,GANGS,,Increased stats.,ENCHANTMENT
2517,,,,,39038.0,,,,,,,,TB_PickYourFate_7_Ench_2nd,,,Fate 7 Ench 2nd,,,NEUTRAL,,,TB,,,ENCHANTMENT
2522,,,,,39837.0,,,,,,,,EX1_412e,['ENRAGED'],,Enraged,,,NEUTRAL,,,EXPERT1,,+1 Attack and <b>Windfury</b>.,ENCHANTMENT
2525,,,,,38860.0,,,,,,,,OG_282e,['BATTLECRY'],,Devotion of the Blade,,,NEUTRAL,,,OG,,Increased stats.,ENCHANTMENT
2531,,,,,38949.0,,,,,,,,TB_AllMinionsTauntCharge,,,Give Taunt and Charge,,,NEUTRAL,,,TB,,This minion is granted <b>Taunt</b> and <b>Charge</b>.,ENCHANTMENT
2540,,,,,2601.0,,,,,,,,BRM_014e,,,Power Rager,,,HUNTER,,,BRM,,+3/+3,ENCHANTMENT
2541,,,,,2867.0,,,,,,,,AT_024e,,,Dark Fusion,,,NEUTRAL,,,TGT,,+3/+3.,ENCHANTMENT
2542,,,,,40640.0,,,,,,,,CFM_816e,,,Get Big,,,NEUTRAL,,,GANGS,,+2/+2.,ENCHANTMENT
2547,,,,,1756.0,,,,,,,,EX1_128e,,,Concealed,,,ROGUE,,,EXPERT1,,Stealthed until your next turn.,ENCHANTMENT
2550,,,,,2593.0,,,,,,,,BRMA15_2He,,,Potion of Might,,,NEUTRAL,,,BRM,,+2/+2.,ENCHANTMENT
2554,,,,,26.0,,,,,,,,EX1_596e,,,Demonfire,,,WARLOCK,,COMMON,EXPERT1,,This Demon has +2/+2.,ENCHANTMENT
2568,,,,,40887.0,,,,,,,,CFM_651e,,,Extra Sharp,,,NEUTRAL,,,GANGS,,+1 Attack.,ENCHANTMENT
2577,,,,,41957.0,,,,,,,,CFM_687e,['TAG_ONE_TURN_EFFECT'],,Free Spell,,,MAGE,,,GANGS,,The next spell you cast this turn costs (0).,ENCHANTMENT
2579,,,,,20642.0,,,"['CS1_042', 'CS2_171']",,,,,TBUD_1,,,TBUD Summon Early Minion,,,NEUTRAL,,,TB,,"Each turn, if you have less health then a your opponent, summon a free minion",ENCHANTMENT
2580,,,,,40965.0,,,,,,,,KARA_13_19e,['TAG_ONE_TURN_EFFECT'],,Saddened,,,NEUTRAL,,,TB,,Can't attack this turn.,ENCHANTMENT
2582,,,,,388.0,,,,,,,,EX1_019e,,,Cleric's Blessing,,,PRIEST,,,CORE,,+1/+1.,ENCHANTMENT
2583,,,,,41127.0,,,,,,,,CFM_026e,,,Smuggling,,,HUNTER,,,GANGS,,+2/+2 from Hidden Cache.,ENCHANTMENT
2584,,,,,39717.0,,,,,,,,KAR_077e,,,Silver Might,,,NEUTRAL,,,KARA,,+2/+2.,ENCHANTMENT
2591,,,,,40064.0,,,,,,,,KAR_114e,,,Incredible Impression,,,NEUTRAL,,,KARA,,Attack and Health set to 1.,ENCHANTMENT
2597,,,,,40530.0,,,,,,,,CFM_650e,,,Smuggling,,,NEUTRAL,,,GANGS,,+1/+1 from Grimscale Chum.,ENCHANTMENT
2606,,,,,240.0,,,,,,,,CS2_222o,,,Might of Stormwind,,,NEUTRAL,,,CORE,,Has +1/+1.,ENCHANTMENT
2627,,,,,39676.0,,,,,,,,TB_KTRAF_10e,,,Dark Power,,,NEUTRAL,,,TB,,Granted power from Noth,ENCHANTMENT
2631,,,,,38691.0,,,,,,,,TB_PickYourFate_1_Ench,,,Pick Your Fate 1 Ench,,,NEUTRAL,,,TB,,,ENCHANTMENT
2633,,,,,1635.0,,,,,,,,EX1_246e,['MORPH'],,Hexxed,,,SHAMAN,,,CORE,,This minion has been transformed!,ENCHANTMENT
2638,,,,,2501.0,,,,,,,,AT_096e,,,Wound Up,,,NEUTRAL,,,TGT,,+1/+1.,ENCHANTMENT
2639,,,,,2404.0,,,,,,,,GVG_063a,,,Retribution,,,NEUTRAL,,,GVG,,Increased Attack,ENCHANTMENT
2640,,,,,39838.0,,,,,,,,EX1_390e,['ENRAGED'],,Enraged,,,NEUTRAL,,,EXPERT1,,+3 Attack.,ENCHANTMENT
2652,,,,,38474.0,,,,,,,,OG_123e,,,Shifting,,,NEUTRAL,,,OG,,Transforming into random minions.,ENCHANTMENT
2656,,,,,39294.0,,,,,,,,TB_SPT_Minion3e,,,Strength of Stormwind,,,NEUTRAL,,,TB,,Stormwind is granting this card Attack and Health.,ENCHANTMENT
2658,,,,,40024.0,,,,,,,,KARA_08_03e,,,Nether Breath,,,NEUTRAL,,,KARA,,Health changed to 1.,ENCHANTMENT
2669,,,,,42054.0,,,,,,,,CFM_851e,,,The Scoop,,,NEUTRAL,,,GANGS,,Increased stats.,ENCHANTMENT
2684,,,,,39702.0,,,,,,,,KARA_08_06e2,,,Blue Beam,,,NEUTRAL,,,KARA,,Only take 1 damage at a time.,ENCHANTMENT
2692,,,,,2163.0,,,,,,,,NAX15_01He,,,Interloper!,,,NEUTRAL,,,NAXX,,,ENCHANTMENT
2693,,,,,2863.0,,,,,,,,BRMC_100e,,,Living Bomb,,,NEUTRAL,,,TB,,"On Ragnaros' turn, deal 5 damage to this side of the board.",ENCHANTMENT
2708,,,,,668.0,,,,,,,,EX1_549o,['TAG_ONE_TURN_EFFECT'],,Bestial Wrath,,,HUNTER,,,EXPERT1,,+2 Attack and <b>Immune</b> this turn.,ENCHANTMENT
2709,,,,,2183.0,,,,,,,,GVG_076a,,,Pistons,,,NEUTRAL,,,GVG,,Increased Attack.,ENCHANTMENT
2713,,,,,2370.0,,,,,,,,BRM_012e,,,On Fire!,,,NEUTRAL,,,BRM,,Increased Attack.,ENCHANTMENT
2715,,,,,208.0,,,,,,,,DREAM_05e,,,Nightmare,,,NEUTRAL,,,EXPERT1,,"This minion has +5/+5, but will be destroyed soon.",ENCHANTMENT
2721,,,,,1096.0,,,,,,,,CS2_046e,['TAG_ONE_TURN_EFFECT'],,Bloodlust,,,SHAMAN,,,CORE,,+3 Attack this turn.,ENCHANTMENT
2723,,,,,1664.0,,,,,,,,EX1_059e,,,Experiments!,,,NEUTRAL,,,EXPERT1,,Attack and Health have been swapped by Crazed Alchemist.,ENCHANTMENT
2737,,,,,1977.0,,,,,,,,NAX13_03e,,,Supercharged,,,NEUTRAL,,,NAXX,,+2 Health.,ENCHANTMENT
2740,,,,,2372.0,,,,,,,,PART_004e,,,Cloaked,,,NEUTRAL,,,GVG,,Stealthed until your next turn.,ENCHANTMENT
2742,,,,,37456.0,,,"['GVG_069', 'GVG_079', 'GVG_034', 'GVG_048', 'GVG_049', 'GVG_088']",,,,,TB_MechWar_CommonCards,,,TBMechWarCommonCards,,,NEUTRAL,,,TB,,,ENCHANTMENT
2746,,,,,40533.0,,,,,,,,TB_CoOpv3_BOSS2e,['ENRAGED'],,Getting Angry....,,,NEUTRAL,,,TB,,Now he's mad....,ENCHANTMENT
2754,,,,,38515.0,,,,,,,,OG_138e,,,Will of the Vizier,,,NEUTRAL,,,OG,,Reduced Cost.,ENCHANTMENT
2756,,,,,39006.0,,,,,,,,OG_302e,,,Soul Power,,,NEUTRAL,,,OG,,Increased Attack.,ENCHANTMENT
2773,,,,,450.0,,,,,,,,EX1_055o,['TAG_ONE_TURN_EFFECT'],,Empowered,,,NEUTRAL,,,EXPERT1,,Mana Addict has increased Attack.,ENCHANTMENT
2785,,,,,10081.0,,,,,,,,TB_007e,,,Deviate Switch,,,NEUTRAL,,,TB,,Attack and Health have been swapped by Deviate Banana.,ENCHANTMENT
2800,,,,,1523.0,,,,,,,,EX1_355e,,,Blessed Champion,,,PALADIN,,,EXPERT1,,This minion's Attack has been doubled.,ENCHANTMENT
2807,,,,,1917.0,,,,,,,,FP1_030e,,,Necrotic Aura,,,NEUTRAL,,,NAXX,,Your spells cost (5) more this turn.,ENCHANTMENT
2808,,,,,38806.0,,,,,,,,TB_PickYourFate_10_Ench,,,Fate,,,NEUTRAL,,,TB,,,ENCHANTMENT
2811,,,,,39016.0,,,,,,,,TB_PickYourFate_10_EnchMinion,,,Bonus,,,NEUTRAL,,,TB,,Your <b>Battlecry</b> minions have +1/+1.,ENCHANTMENT
2813,,,,,2534.0,,,,,,,,AT_083e,['TAG_ONE_TURN_EFFECT'],,Dragonhawkery,,,NEUTRAL,,,TGT,,<b>Windfury</b> this turn.,ENCHANTMENT
2814,,,,,2732.0,,,,,,,,AT_066e,,,Forges of Orgrimmar,,,WARRIOR,,,TGT,,Increased Attack.,ENCHANTMENT
2816,,,,,38651.0,,,,,,,,OG_195e,,,Enormous,,,NEUTRAL,,,OG,,+2/+2.,ENCHANTMENT
2817,,,,,40224.0,,,,,,,,XXX_111e,,,"All Charge, All Windfury, All The Time",,,NEUTRAL,,,CHEAT,,Your minions always have <b>Charge</b> and <b>Windfury</b>,ENCHANTMENT
