,attack,classes,collectionText,cost,dbfId,durability,dust,entourage,faction,flavor,health,howToEarnGolden,id,mechanics,multiClassGroup,name,overload,playRequirements,playerClass,race,rarity,set,spellDamage,text,type
1392,1.0,,,1.0,39643.0,,,,,,1.0,,KARA_09_03a,['DEATHRATTLE'],,Icky Imp,,,NEUTRAL,DEMON,,KARA,,<b>Deathrattle:</b> Resummon this minion and Illhoof loses 2 Health.,MINION
1394,3.0,,,4.0,395.0,,,,,Don't summon a water elemental at a party.  It'll dampen the mood.,6.0,Unlocked at Level 49.,CS2_033,['FREEZE'],,Water Elemental,,,MAGE,,COMMON,CORE,,<b>Freeze</b> any character damaged by this minion.,MINION
1395,2.0,,,3.0,2292.0,,"[40, 400, 5, 50]",,,Druids who fought too long in Northrend were easily seduced by Ragnaros; a mug of hot chocolate was generally all it took.,2.0,"Crafting unlocked in Molten Core, in the Blackrock Mountain adventure.",BRM_010,['CHOOSE_ONE'],,Druid of the Flame,,,DRUID,,COMMON,BRM,,<b>Choose One -</b> Transform into a 5/2 minion; or a 2/5 minion.,MINION
1396,4.0,,,3.0,2634.0,,"[1600, 3200, 400, 1600]",,,Let's be clear about this:  ACIDMAW is the sidekick.,2.0,,AT_063t,,,Dreadscale,,,HUNTER,BEAST,LEGENDARY,TGT,,"At the end of your turn, deal 1 damage to all other minions.",MINION
1401,1.0,,,1.0,158.0,,"[100, 800, 20, 100]",,ALLIANCE,She promises not to tell anyone about that thing you did last night with that one person.,2.0,,EX1_080,,,Secretkeeper,,,NEUTRAL,,RARE,EXPERT1,,"Whenever a <b>Secret</b> is played, gain +1/+1.",MINION
1402,1.0,,,1.0,242.0,,"[40, 400, 5, 50]",,ALLIANCE,"ADD ME TO YOUR DECK, MAGGOT!",1.0,,CS2_188,['BATTLECRY'],,Abusive Sergeant,,"{'REQ_MINION_TARGET': 0, 'REQ_TARGET_IF_AVAILABLE': 0}",NEUTRAL,,COMMON,EXPERT1,,<b>Battlecry:</b> Give a minion +2 Attack this turn.,MINION
1403,2.0,,,2.0,38634.0,,,,,,1.0,,LOEA09_10,,,Hungry Naga,,,NEUTRAL,,,LOE,,,MINION
1405,1.0,,"<b>Stealth</b>
<b>Deathrattle:</b> Summon a <b>Jade Golem</b>.",2.0,40697.0,,"[40, 400, 5, 50]",,,"He's so good at swarming, he can swarm all by himself!",1.0,,CFM_691,"['DEATHRATTLE', 'STEALTH', 'JADE_GOLEM']",,Jade Swarmer,,,ROGUE,,COMMON,GANGS,,"<b>Stealth</b>
<b>Deathrattle:</b> Summon a{1} {0} <b>Jade Golem</b>.",MINION
1406,8.0,,,12.0,993.0,,"[400, 1600, 100, 400]",,,His mother said that he was just big boned.,8.0,,EX1_105,,,Mountain Giant,,,NEUTRAL,,EPIC,EXPERT1,,Costs (1) less for each other card in your hand.,MINION
1413,4.0,,,4.0,2042.0,,"[100, 800, 20, 100]",,,"They pretend to be wise and enlightened, but they mostly just hate to be left out of a secret.",3.0,,GVG_074,['BATTLECRY'],,Kezan Mystic,,,NEUTRAL,,RARE,GVG,,<b>Battlecry:</b> Take control of a random enemy <b>Secret</b>.,MINION
1417,5.0,,,5.0,2521.0,,"[40, 400, 5, 50]",,,What did the pits ever do to you?,6.0,,AT_101,,,Pit Fighter,,,NEUTRAL,,COMMON,TGT,,,MINION
1419,3.0,,,4.0,38318.0,,"[1600, 3200, 400, 1600]",,,"Always manages to mention ""Back when I was creating the World Tree…"" in EVERY conversation. Sheesh! Enough already.",5.0,,OG_044,['AURA'],,Fandral Staghelm,,,DRUID,,LEGENDARY,OG,,Your <b>Choose One</b> cards have both effects combined.,MINION
1421,10.0,,,1.0,25072.0,,,,,,10.0,,LOEA04_27,,,Animated Statue,,,NEUTRAL,,,LOE,,You've disturbed the ancient statue...,MINION
1423,2.0,,,3.0,306.0,,"[1600, 3200, 400, 1600]",,,"He led the Stonemasons in the reconstruction of Stormwind, and when the nobles refused to pay, he founded the Defias Brotherhood to, well, <i>deconstruct</i> Stormwind.",2.0,,EX1_613,['COMBO'],,Edwin VanCleef,,,ROGUE,,LEGENDARY,EXPERT1,,<b>Combo:</b> Gain +2/+2 for each card played earlier this turn.,MINION
1424,1.0,,,1.0,39578.0,,,,,,1.0,,KAR_A02_01,,,Plate,,,NEUTRAL,,,KARA,,,MINION
1425,10.0,,,10.0,1773.0,,,,,,10.0,,CRED_13,,,Brian Schwab,,,NEUTRAL,,LEGENDARY,CREDITS,,"At the end of your turn, give a random minion +1 Attack.",MINION
1426,7.0,,,6.0,2002.0,,"[100, 800, 20, 100]","['PART_007', 'PART_006', 'PART_005', 'PART_001', 'PART_003', 'PART_002', 'PART_004']",,Crushes buildings with his BEAR hands.,6.0,,GVG_034,,,Mech-Bear-Cat,,,DRUID,MECHANICAL,RARE,GVG,,"Whenever this minion takes damage, add a <b>Spare Part</b> card to your hand.",MINION
1427,4.0,,,5.0,2839.0,,,,,,6.0,,BRMC_84,['BATTLECRY'],,Dragonkin Spellcaster,,,NEUTRAL,DRAGON,,TB,,<b>Battlecry:</b> Summon two 2/2 Whelps.,MINION
1428,2.0,,,4.0,736.0,,,,,"He's a legend among murlocs.  ""Mrghllghghllghg!"", they say.",4.0,Unlocked when you have all the Golden Murlocs from the Expert and Basic Sets.,EX1_062,['CHARGE'],,Old Murk-Eye,,,NEUTRAL,MURLOC,LEGENDARY,REWARD,,<b>Charge</b>. Has +1 Attack for each other Murloc on the battlefield.,MINION
1429,2.0,,,9.0,39076.0,,,,,,5.0,,TB_KTRAF_10,,,Noth the Plaguebringer,,,NEUTRAL,,LEGENDARY,TB,,"Whenever an enemy minion dies, summon a 1/1 Skeleton and give your other minions +1/+1.",MINION
1431,2.0,,,2.0,2841.0,,,,,,3.0,,TB_015,,,Pirate,,,NEUTRAL,PIRATE,,TB,,,MINION
1432,8.0,,,8.0,38463.0,,"[1600, 3200, 400, 1600]",,,"That's short for ""Anomnomnomnomalus"".",6.0,,OG_120,['DEATHRATTLE'],,Anomalus,,,MAGE,,LEGENDARY,OG,,<b>Deathrattle:</b> Deal 8 damage to all minions.,MINION
1437,7.0,,,9.0,2295.0,,"[100, 800, 20, 100]",,,"The roots, the roots, the roots is on fire!",8.0,"Crafting unlocked in Blackrock Spire, in the Blackrock Mountain adventure.",BRM_009,['TAUNT'],,Volcanic Lumberer,,,DRUID,,RARE,BRM,,"<b>Taunt</b>
Costs (1) less for each minion that died this turn.",MINION
1439,4.0,,,7.0,39391.0,,,,,,6.0,,KAR_A10_09,['AUTOATTACK'],,White Queen,,,NEUTRAL,,,KARA,,<b>Auto-Attack:</b> Deal 4 damage to the enemies opposite this minion.,MINION
1441,3.0,,,3.0,42100.0,,,,,,3.0,,CFM_712_t03,['JADE_GOLEM'],,Jade Golem,,,NEUTRAL,,,GANGS,,,MINION
1444,3.0,,,5.0,2615.0,,"[100, 800, 20, 100]",,,"Allowing totems to attack is not cheating.  I mean, there isn't anything in the rule books about it.",6.0,,AT_049,['INSPIRE'],,Thunder Bluff Valiant,,,SHAMAN,,RARE,TGT,,<b>Inspire:</b> Give your Totems +2 Attack.,MINION
1448,3.0,,,2.0,40755.0,,,,,,3.0,,KAR_A02_03H,['AURA'],,Fork,,,NEUTRAL,,,KARA,,Plates have <b>Charge</b>.,MINION
1452,1.0,,,1.0,39385.0,,,,,,6.0,,KAR_A10_02,['AUTOATTACK'],,White Pawn,,,NEUTRAL,,,KARA,,<b>Auto-Attack:</b> Deal 1 damage to the enemies opposite this minion.,MINION
1453,3.0,,,2.0,2442.0,,,,,,1.0,,BRMA03_3H,"['AURA', 'InvisibleDeathrattle']",,Moira Bronzebeard,,,NEUTRAL,,,BRM,,"Thaurissan's Hero Power can't be used.
Never attacks minions unless they have <b>Taunt</b>.",MINION
1454,2.0,,,2.0,2758.0,,"[100, 800, 20, 100]",,,"""Put more spikes on her.  No, more spikes.  What part of 'more spikes' do you not understand?  MORE SPIKES!"" - Alexstrasza",3.0,,AT_071,['BATTLECRY'],,Alexstrasza's Champion,,,WARRIOR,,RARE,TGT,,"<b>Battlecry:</b> If you're holding a Dragon, gain +1 Attack and <b>Charge</b>.",MINION
1457,1.0,,,1.0,1077.0,,,,,,1.0,,skele11,,,Skeleton,,,NEUTRAL,,COMMON,CORE,,<b></b>,MINION
1459,2.0,,,2.0,715.0,,"[100, 800, 20, 100]",,,"They come out at night to eat leftover mana crystals. ""Mmmmmm,"" they say.",2.0,,EX1_616,['AURA'],,Mana Wraith,,,NEUTRAL,,RARE,EXPERT1,,ALL minions cost (1) more.,MINION
1462,1.0,,,2.0,40646.0,,,,,,2.0,,KARA_13_17,,,Mark Moonwalker,,,NEUTRAL,,LEGENDARY,TB,,"Portals cost (1) less. 
<i>Does not count as a minion.</i>",MINION
1463,3.0,,,4.0,2919.0,,"[40, 400, 5, 50]",,,"Less serious than its cousin, the Grave Spider.",3.0,"Crafting unlocked in Uldaman, in the League of Explorers adventure.",LOE_047,['BATTLECRY'],,Tomb Spider,,,NEUTRAL,BEAST,COMMON,LOE,,<b>Battlecry: Discover</b> a Beast.,MINION
1464,30.0,,,9.0,38566.0,,"[400, 1600, 100, 400]",,,,30.0,,OG_173a,,,The Ancient One,,,NEUTRAL,,EPIC,OG,,,MINION
1466,1.0,,,1.0,39698.0,,"[40, 400, 5, 50]",,,"Was almost named ""Swashb-AAAARRHHH-gler""",1.0,"Crafting unlocked in the Opera, in One Night in Karazhan.",KAR_069,['BATTLECRY'],,Swashburglar,,,ROGUE,PIRATE,COMMON,KARA,,<b>Battlecry:</b> Add a random class card to your hand <i>(from your opponent's class).</i>,MINION
1468,3.0,,,1.0,1764.0,,,,,,3.0,,CRED_04,,,Steven Gabriel,,,NEUTRAL,,LEGENDARY,CREDITS,,<b>Battlecry:</b> Summon a frothy beverage.,MINION
1471,24.0,,,10.0,42132.0,,,,,,24.0,,CFM_712_t24,['JADE_GOLEM'],,Jade Golem,,,NEUTRAL,,,GANGS,,,MINION
1472,6.0,,,6.0,42103.0,,,,,,6.0,,CFM_712_t06,['JADE_GOLEM'],,Jade Golem,,,NEUTRAL,,,GANGS,,,MINION
1473,1.0,,,1.0,42075.0,,,,,,5.0,,TB_FW_Mortar,,,Dwarf Demolitionist,,,NEUTRAL,,,TB,,"Whenever you play a card, deal 1-4 damage to a random enemy.",MINION
1475,5.0,,,3.0,36023.0,,,,,,2.0,,LOEA01_12,['DEATHRATTLE'],,Tol'vir Hoplite,,,NEUTRAL,,,LOE,,<b>Deathrattle:</b> Deal 5 damage to both heroes.,MINION
1479,5.0,,,6.0,1721.0,,"[1600, 3200, 400, 1600]",,,"Sylvanas was turned into the Banshee Queen by Arthas, but he probably should have just killed her because it just pissed her off.",5.0,,EX1_016,['DEATHRATTLE'],,Sylvanas Windrunner,,,NEUTRAL,,LEGENDARY,EXPERT1,,"<b>Deathrattle:</b> Take
control of a random
enemy minion.",MINION
1485,1.0,,,1.0,378.0,,,,,,1.0,,NEW1_026t,,,Violet Apprentice,,,NEUTRAL,,,EXPERT1,,,MINION
1491,0.0,,,0.0,16221.0,,,,,,2.0,,AT_132_SHAMANa,,,Healing Totem,,,SHAMAN,,,TGT,,"At the end of your turn, restore 1 Health to all friendly minions.",MINION
1495,3.0,,,3.0,1651.0,,"[40, 400, 5, 50]",,,"He can see really far, and he doesn't use a telescope like those filthy pirates.",3.0,,CS2_117,['BATTLECRY'],,Earthen Ring Farseer,,{'REQ_TARGET_IF_AVAILABLE': 0},NEUTRAL,,COMMON,EXPERT1,,<b>Battlecry:</b> Restore 3 Health.,MINION
1497,0.0,,,2.0,1008.0,,,,,Totemsmiths like to use the rarest woods for their totems.  There are even rumors of totems made of Ironbark Protectors.,3.0,Unlocked at Level 43.,EX1_565,"['ADJACENT_BUFF', 'AURA']",,Flametongue Totem,,,SHAMAN,TOTEM,COMMON,CORE,,Adjacent minions have +2 Attack.,MINION
1498,2.0,,,2.0,285.0,,"[40, 400, 5, 50]",,,"""I'm going to need you to come in on Sunday."" - Cruel Taskmaster",2.0,,EX1_603,['BATTLECRY'],,Cruel Taskmaster,,"{'REQ_MINION_TARGET': 0, 'REQ_NONSELF_TARGET': 0, 'REQ_TARGET_IF_AVAILABLE': 0}",WARRIOR,,COMMON,EXPERT1,,<b>Battlecry:</b> Deal 1 damage to a minion and give it +2 Attack.,MINION
1499,4.0,,,3.0,39071.0,,,,,,5.0,,TB_KTRAF_7,,,Heigan the Unclean,,,NEUTRAL,,LEGENDARY,TB,,"At the end of your turn, deal 4 damage to a  random enemy.",MINION
1503,2.0,,,1.0,2526.0,,,,,,2.0,,BRMA09_3Ht,['TAUNT'],,Old Horde Orc,,,NEUTRAL,,,BRM,,<b>Taunt</b>,MINION
1507,3.0,,,3.0,1167.0,,"[100, 800, 20, 100]",,,The Aldor hate two things: the Scryers and smooth jazz.,3.0,,EX1_382,['BATTLECRY'],,Aldor Peacekeeper,,"{'REQ_ENEMY_TARGET': 0, 'REQ_MINION_TARGET': 0, 'REQ_TARGET_IF_AVAILABLE': 0}",PALADIN,,RARE,EXPERT1,,<b>Battlecry:</b> Change an enemy minion's Attack to 1.,MINION
1516,3.0,,,1.0,25274.0,,,,,,6.0,,LOEA07_24,"['TAUNT', 'CANT_ATTACK']",,Spiked Decoy,,,NEUTRAL,MECHANICAL,,LOE,,"<b>Taunt</b>
Can't attack.",MINION
1519,1.0,,,2.0,2596.0,,"[100, 800, 20, 100]",,,Keeping tabs on the Grand Tournament is priority #1 for the five mighty Dragonflights!,4.0,,AT_116,['BATTLECRY'],,Wyrmrest Agent,,,PRIEST,,RARE,TGT,,"<b>Battlecry:</b> If you're holding a Dragon, gain +1 Attack and <b>Taunt</b>.",MINION
1520,4.0,,,0.0,25076.0,,,,,,4.0,,LOEA02_10c,,,Misha,,{'REQ_NUM_MINION_SLOTS': 1},HUNTER,BEAST,,LOE,,<b>Taunt</b>,MINION
1521,8.0,,,8.0,42064.0,,,,,,8.0,,CFM_621_m3,,,Kabal Demon,,,NEUTRAL,DEMON,,GANGS,,,MINION
1522,3.0,,,0.0,1698.0,,,,,,10.0,,XXX_024,,,Damage Reflector,,,NEUTRAL,,COMMON,CHEAT,,"Whenever this minion takes damage, deal 1 damage to ALL other characters.",MINION
1523,2.0,,,2.0,790.0,,"[40, 400, 5, 50]",,,"If an Amani berserker asks ""Joo lookin' at me?!"", the correct response is ""Nah, mon"".",3.0,,EX1_393,['ENRAGED'],,Amani Berserker,,,NEUTRAL,,COMMON,EXPERT1,,<b>Enrage:</b> +3 Attack,MINION
1526,1.0,,,3.0,39139.0,,,,,,1.0,,TB_SPT_Minion3,,,Swordsman,,,NEUTRAL,,,TB,,<b>Battlecry:</b> Gain Attack and Health equal to Stormwind's Attack,MINION
1529,3.0,,,5.0,1371.0,,"[100, 800, 20, 100]",,,This Kodo is so big that he can stampede by <i>himself</i>.,5.0,,NEW1_041,['BATTLECRY'],,Stampeding Kodo,,,NEUTRAL,BEAST,RARE,EXPERT1,,<b>Battlecry:</b> Destroy a random enemy minion with 2 or less Attack.,MINION
1531,2.0,,,3.0,40636.0,,"[1600, 3200, 400, 1600]",,,"Wickerflame spent years as a recruit for the Goons, never making the big-time because he always fired his chest-cannon too slowly.  ""Hey,"" he thought, ""maybe if I keep my beard lit on fire, I can do this faster.""  BOOM, promoted.",2.0,,CFM_815,"['DIVINE_SHIELD', 'TAUNT']",,Wickerflame Burnbristle,,,PALADIN,,LEGENDARY,GANGS,,"[x]<b>Divine Shield</b>. <b>Taunt</b>.
Damage dealt by this minion
also heals your hero.",MINION
1532,8.0,,,3.0,2525.0,,"[1600, 3200, 400, 1600]",,,,8.0,,BRMA09_5Ht,,,Gyth,,,NEUTRAL,DRAGON,LEGENDARY,BRM,,,MINION
1533,2.0,,,3.0,2063.0,,"[100, 800, 20, 100]",,,"He’s not such a binge exploder anymore. These days, he only explodes socially.",4.0,,GVG_095,['AURA'],,Goblin Sapper,,,NEUTRAL,,RARE,GVG,,Has +4 Attack while your opponent has 6 or more cards in hand.,MINION
1539,1.0,,,1.0,54.0,,,,,,1.0,,ds1_whelptoken,,,Whelp,,,NEUTRAL,DRAGON,,EXPERT1,,,MINION
1545,6.0,,,8.0,38895.0,,"[1600, 3200, 400, 1600]",,,"Has 20 years of training in classical ballet, but ALLLLLL he ever gets asked to do is boogie.",7.0,,OG_300,,,The Boogeymonster,,,NEUTRAL,,LEGENDARY,OG,,"Whenever this attacks and kills a minion, gain +2/+2.",MINION
1546,4.0,,,5.0,670.0,,,,,"Your face is the place you'd probably least like a dagger, and where rogues are most likely to deliver them.",4.0,Unlocked at Druid Level 53.,EX1_593,['BATTLECRY'],,Nightblade,,,NEUTRAL,,FREE,CORE,,<b>Battlecry: </b>Deal 3 damage to the enemy hero.,MINION
1547,10.0,,,10.0,42056.0,,,,,,10.0,,TB_FW_OmegaMax,"['BATTLECRY', 'DIVINE_SHIELD']",,Force-Tank OMEGA MAX,,,NEUTRAL,MECHANICAL,COMMON,TB,,"<b>Divine Shield.</b>
<b>Battlecry:</b> Summon six Annoy-o-Trons",MINION
1548,3.0,,,2.0,2860.0,,"[40, 400, 5, 50]",,,,2.0,,AT_042t2,['STEALTH'],,Sabertooth Panther,,,DRUID,BEAST,COMMON,TGT,,<b>Stealth</b>,MINION
1550,1.0,,,0.0,1733.0,,,,,,1.0,,GAME_002,,,Avatar of the Coin,,,NEUTRAL,,FREE,CORE,,"<i>You lost the coin flip, but gained a friend.</i>",MINION
1551,6.0,,,6.0,2024.0,,"[1600, 3200, 400, 1600]",,,"The Iron Juggernaut guards Orgrimmar and has just earned the ""Employee of the Month"" award!",5.0,,GVG_056,['BATTLECRY'],,Iron Juggernaut,,,WARRIOR,MECHANICAL,LEGENDARY,GVG,,"<b>Battlecry:</b> Shuffle a Mine into your opponent's deck. When drawn, it explodes for 10 damage.",MINION
1557,3.0,,,4.0,39067.0,,,"['FP1_001', 'AT_030', 'LOE_019', 'EX1_012', 'EX1_059', 'FP1_004', 'EX1_616', 'FP1_024', 'tt_004']",,,4.0,,TB_KTRAF_3,,,Gluth,,,NEUTRAL,,LEGENDARY,TB,,"At the end of your turn, summon a random Undead.",MINION
1562,1.0,,,3.0,175.0,,,,,You don't see a lot of Dalaran warriors.,4.0,Unlocked at Mage Level 59.,EX1_582,,,Dalaran Mage,,,NEUTRAL,,COMMON,CORE,1.0,<b>Spell Damage +1</b>,MINION
1565,3.0,,,2.0,2545.0,,"[100, 800, 20, 100]",,,And he can't get up.,2.0,,AT_003,,,Fallen Hero,,,MAGE,,RARE,TGT,,Your Hero Power deals 1 extra damage.,MINION
1569,3.0,,,5.0,40951.0,,"[40, 400, 5, 50]",,,"Grook Fu, the ancient Hozen art of bashing heads with a stick.",5.0,,CFM_666,['WINDFURY'],,Grook Fu Master,,,NEUTRAL,,COMMON,GANGS,,<b>Windfury</b>,MINION
1571,3.0,,,2.0,906.0,,,,ALLIANCE,Oozes love Flamenco.  Don't ask.,2.0,Unlocked at Rogue Level 57.,EX1_066,['BATTLECRY'],,Acidic Swamp Ooze,,,NEUTRAL,,COMMON,CORE,,<b>Battlecry:</b> Destroy your opponent's weapon.,MINION
1574,2.0,,,1.0,2499.0,,"[40, 400, 5, 50]",,,He was so excited to get season tickets to this year's Grand Tournament.  He normally doesn't get them at first and has to buy them from Ogre scalpers.,1.0,,AT_097,['TAUNT'],,Tournament Attendee,,,NEUTRAL,,COMMON,TGT,,<b>Taunt</b>,MINION
1575,2.0,,,1.0,39215.0,,"[40, 400, 5, 50]",,,"He used to get work as a Spatial Anomaly, but he got tired of having his polarity reversed.",1.0,"Crafting unlocked in the Parlor, in One Night in Karazhan.",KAR_036,,,Arcane Anomaly,,,NEUTRAL,,COMMON,KARA,,"Whenever you cast a spell, give this minion
+1 Health.",MINION
1576,6.0,,,4.0,3023.0,,,,,,5.0,,CRED_23,,,Christopher Yim,,,NEUTRAL,,LEGENDARY,CREDITS,,"<b>Battlecry:</b> Your emotes are now spoken in ""Radio Voice.""",MINION
1577,5.0,,,5.0,456.0,,"[1600, 3200, 400, 1600]",,,He was <i>this close</i> to piloting a massive juggernaut into Stormwind Harbor. If it weren't for those pesky kids!,4.0,,NEW1_024,['BATTLECRY'],,Captain Greenskin,,,NEUTRAL,PIRATE,LEGENDARY,EXPERT1,,<b>Battlecry:</b> Give your weapon +1/+1.,MINION
1578,6.0,,,5.0,38429.0,,"[100, 800, 20, 100]",,,"First she separates them from the lights, washes them in cold water, and hang-dries.",5.0,,OG_096,"['BATTLECRY', 'RITUAL']",,Twilight Darkmender,,,PRIEST,,RARE,OG,,"<b>Battlecry:</b> If your C'Thun  has at least 10 Attack, restore 10 Health to your hero.",MINION
1579,4.0,,,5.0,2925.0,,"[400, 1600, 100, 400]",,,"If you want your wish granted, don't rub him the wrong way.",6.0,"Crafting unlocked in the Temple of Orsis, in the League of Explorers adventure.",LOE_053,,,Djinni of Zephyrs,,,NEUTRAL,,EPIC,LOE,,"After you cast a spell on another friendly minion, cast a copy of it on this one.",MINION
1580,0.0,,,0.0,39918.0,,,,,,0.0,,XXX_108,,,Set all minions to 1 health,,,NEUTRAL,,COMMON,CHEAT,,"Set every minion's health to 1, and then explode in nothingness.",MINION
1585,10.0,,,9.0,2725.0,,"[1600, 3200, 400, 1600]",,,This massive yeti just closes his eyes and charges at the nearest target.  The nearest Target is a couple blocks away and has sick deals on skateboards.,10.0,,AT_125,['CHARGE'],,Icehowl,,,NEUTRAL,,LEGENDARY,TGT,,"<b>Charge</b>
Can't attack heroes.",MINION
1586,3.0,,,5.0,531.0,,"[400, 1600, 100, 400]",,,"The Faceless Ones are servants of Yogg-Saron, and they feed on fear. Right now they are feeding on your fear of accidentally disenchanting all your good cards.",3.0,,EX1_564,['BATTLECRY'],,Faceless Manipulator,,"{'REQ_MINION_TARGET': 0, 'REQ_NONSELF_TARGET': 0, 'REQ_TARGET_IF_AVAILABLE': 0}",NEUTRAL,,EPIC,EXPERT1,,<b>Battlecry:</b> Choose a minion and become a copy of it.,MINION
1590,5.0,,,3.0,2310.0,,"[40, 400, 5, 50]",,,,2.0,,BRM_010t,,,Druid of the Flame,,,DRUID,BEAST,COMMON,BRM,,,MINION
1592,7.0,,,9.0,40537.0,,"[1600, 3200, 400, 1600]",,,"Spicklefizz pondered his life choices as he looked at the chain around his neck. ""Become a warlock,"" they said. ""You get to enslave demons,"" they said.",9.0,,CFM_750,['BATTLECRY'],,Krul the Unshackled,,,WARLOCK,DEMON,LEGENDARY,GANGS,,"[x]<b>Battlecry:</b> If your deck has
no duplicates, summon all
 Demons from your hand. ",MINION
1593,2.0,,,1.0,102.0,,"[40, 400, 5, 50]",,,,1.0,,EX1_130a,,,Defender,,,PALADIN,,COMMON,EXPERT1,,,MINION
1596,9.0,,,6.0,962.0,,"[1600, 3200, 400, 1600]",,,He lives in Blackrock Mountain.  He eats Gnomes.  That's pretty much it.,7.0,,EX1_577,['DEATHRATTLE'],,The Beast,,,NEUTRAL,BEAST,LEGENDARY,EXPERT1,,<b>Deathrattle:</b> Summon a 3/3 Finkle Einhorn for your opponent.,MINION
1598,2.0,,,4.0,38641.0,,,,,,1.0,,LOEA09_12,,,Hungry Naga,,,NEUTRAL,,,LOE,,,MINION
1601,7.0,,,4.0,489.0,,,,,,6.0,,DREAM_03,,,Emerald Drake,,,DREAM,DRAGON,,EXPERT1,,,MINION
1602,1.0,,,1.0,2240.0,,,,,,1.0,,GVG_092t,,,Chicken,,,NEUTRAL,BEAST,,GVG,,,MINION
1606,4.0,,,0.0,2384.0,,,,,,5.0,,BRMA13_7,['WINDFURY'],,Whirling Ash,,,NEUTRAL,,,BRM,,<b>Windfury</b>,MINION
1607,7.0,,,8.0,39841.0,,"[1600, 3200, 400, 1600]",,,"If you think the party's great now, just wait 'til he invites the orcs over!",7.0,"Crafting unlocked in the Spire, in One Night in Karazhan.",KAR_097,['BATTLECRY'],,"Medivh, the Guardian",,,NEUTRAL,,LEGENDARY,KARA,,"<b>Battlecry:</b> Equip Atiesh, Greatstaff of the Guardian.",MINION
1611,5.0,,,5.0,2114.0,,,,,,5.0,,NAX4_03H,,,Skeleton,,,NEUTRAL,,,NAXX,,,MINION
1614,2.0,,,3.0,2072.0,,"[400, 1600, 100, 400]",,,Hobgoblins are meeting next week to discuss union benefits.  First on the list: dental plan.,3.0,,GVG_104,,,Hobgoblin,,,NEUTRAL,,EPIC,GVG,,"Whenever you play a 1-Attack minion, give it +2/+2.",MINION
1615,3.0,,,5.0,38958.0,,"[400, 1600, 100, 400]",,,Every month they share a pancake breakfast with the Perfectly Rational Worshippers.,6.0,,OG_321,"['RITUAL', 'TAUNT']",,Crazed Worshipper,,,NEUTRAL,,EPIC,OG,,"<b>Taunt.</b> Whenever this minion takes damage, give your C'Thun +1/+1 <i>(wherever it is).</i>",MINION
1619,4.0,,,4.0,40691.0,,"[100, 800, 20, 100]",,,Pretty harmless unless you're a Seadevil.,2.0,,CFM_699,['BATTLECRY'],,Seadevil Stinger,,,WARLOCK,MURLOC,RARE,GANGS,,"[x]<b>Battlecry:</b> The next Murloc
you play this turn costs
 Health instead of Mana.",MINION
1620,4.0,,,5.0,38888.0,,"[40, 400, 5, 50]",,,Cults need pharmacists too.,4.0,,OG_295,['BATTLECRY'],,Cult Apothecary,,,NEUTRAL,,COMMON,OG,,"<b>Battlecry:</b> For each enemy minion, restore 2 Health to your hero.",MINION
1621,2.0,,,3.0,2275.0,,"[100, 800, 20, 100]",,,"Flamewakers HATE being confused for Flamewalkers. They just wake up fire, they don’t walk on it. Walking on fire is CRAZY.",4.0,"Crafting unlocked in Blackwing Lair, in the Blackrock Mountain adventure.",BRM_002,,,Flamewaker,,,MAGE,,RARE,BRM,,"After you cast a spell, deal 2 damage randomly split among all enemies.",MINION
1624,4.0,,,5.0,1789.0,,"[40, 400, 5, 50]",,,What do Faerie Dragons and Spectral Knights have in common?  They both love pasta!,6.0,"Crafting unlocked in The Military Quarter, in the Naxxramas adventure.",FP1_008,"['CANT_BE_TARGETED_BY_SPELLS', 'CANT_BE_TARGETED_BY_HERO_POWERS']",,Spectral Knight,,,NEUTRAL,,COMMON,NAXX,,Can't be targeted by spells or Hero Powers.,MINION
1625,1.0,,,0.0,2217.0,,,,,,1.0,,XXX_096,,,AI Buddy - Damage Own Hero 5,,,NEUTRAL,,,CHEAT,,Spawn into play to smack your own hero for 5.,MINION
1627,1.0,,,3.0,39207.0,,"[40, 400, 5, 50]",,,"You have to admit, they make a cute couple.",3.0,"Crafting unlocked in the Parlor, in One Night in Karazhan.",KAR_030a,['BATTLECRY'],,Pantry Spider,,,NEUTRAL,BEAST,COMMON,KARA,,"<b>Battlecry:</b> Summon a
1/3 Spider.",MINION
1628,7.0,,,0.0,39872.0,,,,,,5.0,,XXX_100,['BATTLECRY'],,Yogg-Saron Test (Manual),,,NEUTRAL,,LEGENDARY,CHEAT,,<b>Battlecry:</b> Cast each spell you've cast this game <i>(targets chosen randomly)</i>.,MINION
1632,1.0,,,1.0,13334.0,,"[100, 800, 20, 100]",,,The Reliquary considers itself the equal of the League of Explorers.  The League of Explorers doesn't.,1.0,"Crafting unlocked in Uldaman, in the League of Explorers adventure.",LOE_116,['BATTLECRY'],,Reliquary Seeker,,,WARLOCK,,RARE,LOE,,"<b>Battlecry:</b> If you have 6 other minions, gain +4/+4.",MINION
1638,2.0,,,1.0,1889.0,,,,,,2.0,,NAX11_03,,,Fallout Slime,,,NEUTRAL,,,NAXX,,,MINION
1640,3.0,,,3.0,2566.0,,"[400, 1600, 100, 400]",,,"Hopes to be promoted to ""Shadowfriend"" someday.",3.0,,AT_014,,,Shadowfiend,,,PRIEST,,EPIC,TGT,,"Whenever you draw a card, reduce its Cost by (1).",MINION
